#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score
848	NM_001102652	chr14	-	34488733	34489951	34488733	34489951	1	34488733,	34489951,	0
849	NM_001007108	chr14	+	34610887	34618185	34612568	34617880	8	34610887,34612568,34612799,34613732,34614151,34615427,34617587,34617831,	34610950,34612665,34613066,34613835,34614330,34615597,34617697,34618185,	0
852	NM_001161377	chr14	-	35069007	35074241	35069911	35073954	5	35069007,35070226,35070431,35070628,35073951,	35069935,35070346,35070544,35070782,35074241,	0
852	NM_001003412	chr14	+	35029719	35047219	35029816	35046854	12	35029719,35034700,35034899,35035355,35035577,35036949,35037318,35037704,35040062,35042705,35044587,35046504,	35029857,35034805,35034996,35035464,35035742,35037133,35037538,35037795,35040140,35042986,35044768,35047219,	0
852	NM_001080988	chr14	+	35084314	35101111	35088155	35100671	17	35084314,35088133,35089840,35090233,35090563,35092819,35093012,35093204,35093578,35093770,35095714,35096088,35096577,35096827,35098114,35098310,35100528,	35084415,35088271,35090056,35090343,35090678,35092936,35093106,35093301,35093679,35093863,35095893,35096182,35096739,35096939,35098223,35098522,35101111,	0
852	NM_001077164	chr14	+	35074317	35082449	35074392	35082326	7	35074317,35075243,35075487,35076087,35077781,35077968,35081936,	35074445,35075412,35075683,35076238,35077891,35078126,35082449,	0
853	NM_001077330	chr14	-	35159369	35165168	35159437	35165034	4	35159369,35159797,35160506,35164937,	35159509,35160032,35160678,35165168,	0
855	NM_131895	chr14	+	35408070	35472508	35408223	35470024	16	35408070,35408408,35439762,35453376,35455576,35455721,35457205,35459002,35459180,35459380,35459713,35463331,35464272,35466215,35469778,35471591,	35408308,35408549,35440002,35453573,35455630,35455880,35457373,35459107,35459288,35459587,35460081,35463530,35464520,35466330,35470028,35472508,	0
856	NM_200455	chr14	+	35552512	35560106	35552862	35559697	10	35552512,35552818,35553927,35554240,35554906,35555242,35555580,35555916,35557392,35559672,	35552641,35552880,35554029,35554388,35554994,35555462,35555841,35556049,35557531,35560106,	0
856	NM_205642	chr14	+	35560951	35571668	35562485	35571536	10	35560951,35562443,35562592,35562806,35565350,35565547,35565887,35567598,35568874,35571511,	35560980,35562503,35562694,35562957,35565438,35565767,35566148,35567731,35569013,35571668,	0
856	NM_001005983	chr14	-	35544538	35552399	35544779	35552332	12	35544538,35545620,35545765,35546021,35546240,35548805,35548980,35549788,35551593,35551754,35551948,35552268,	35544863,35545674,35545863,35546141,35546359,35548879,35549062,35549869,35551693,35551877,35552092,35552399,	0
858	NM_130975	chr14	+	35885931	35889482	35886298	35888850	3	35885931,35887184,35888286,	35886479,35887384,35889482,	0
859	NM_001128694	chr14	-	35988418	36004852	35988442	36004571	4	35988418,35992181,36000804,36004455,	35989464,35992487,36001271,36004852,	0
859	NM_205731	chr14	-	35939511	35980178	35939586	35979958	23	35939511,35941013,35941191,35945165,35945648,35946040,35947793,35950848,35952748,35952952,35953221,35954419,35956840,35957024,35959444,35965788,35966004,35975269,35975478,35976740,35977534,35979299,35979805,	35939756,35941113,35941291,35945330,35945817,35946163,35947919,35950965,35952847,35953096,35953389,35954643,35956945,35957173,35959581,35965914,35966127,35975392,35975592,35976940,35977762,35979481,35980178,	0
859	NM_213200	chr14	-	36008635	36037967	36011800	36037869	7	36008635,36017647,36019748,36020011,36023266,36025361,36037832,	36011953,36017713,36019825,36020165,36023423,36025554,36037967,	0
860	NM_001110281	chr14	-	36088126	36096935	36088354	36096891	9	36088126,36088549,36089928,36090233,36093163,36093868,36095064,36096557,36096788,	36088455,36088683,36090036,36090309,36093275,36093981,36095177,36096711,36096935,	0
860	NM_001004013	chr14	-	36053537	36057483	36054003	36057454	6	36053537,36053969,36056139,36056724,36056964,36057353,	36053711,36054107,36056360,36056843,36057094,36057483,	0
860	NM_001017746	chr14	-	36057967	36072159	36058155	36072148	6	36057967,36058389,36062170,36066236,36066526,36071949,	36058283,36058581,36062213,36066293,36066606,36072159,	0
860	NM_001007335	chr14	+	36074583	36088122	36074685	36087975	10	36074583,36074871,36078963,36079397,36079743,36079902,36082896,36083162,36084804,36087792,	36074790,36074981,36079095,36079611,36079818,36080069,36083066,36083550,36084913,36088122,	0
862	NM_001102616	chr14	+	36397759	36410270	36397789	36409983	12	36397759,36397992,36401149,36402554,36404766,36405120,36407368,36407564,36407749,36409304,36409561,36409826,	36397824,36398095,36401240,36402625,36404894,36405307,36407476,36407676,36407807,36409384,36409652,36410270,	0
863	NM_001048055	chr14	+	36545209	36546749	36545326	36546611	5	36545209,36545632,36545754,36546133,36546444,	36545366,36545662,36545845,36546279,36546749,	0
877	NR_045230	chr14	+	38401998	38402097	38402097	38402097	1	38401998,	38402097,	0
877	NR_034199	chr14	+	38401998	38402097	38402097	38402097	1	38401998,	38402097,	0
877	NM_001099453	chr14	+	38313990	38315732	38314413	38314863	4	38313990,38314092,38314396,38315454,	38314015,38314146,38315168,38315732,	0
877	NR_039203	chr14	+	38403626	38403739	38403739	38403739	1	38403626,	38403739,	0
878	NM_001291900	chr14	+	38445972	38451569	38446030	38450849	4	38445972,38448305,38449364,38450794,	38446079,38448328,38449459,38451569,	0
878	NM_001104942	chr14	-	38471527	38487108	38471700	38484371	12	38471527,38474902,38477480,38477753,38477929,38478152,38479041,38480181,38480436,38482882,38484206,38487023,	38471860,38475185,38477668,38477857,38478070,38478263,38479140,38480331,38480631,38483059,38484371,38487108,	0
878	NM_001020554	chr14	-	38512654	38532781	38513154	38532217	13	38512654,38513410,38520329,38522217,38525254,38525428,38525600,38525789,38528098,38529385,38530362,38532079,38532629,	38513304,38513544,38520441,38522385,38525341,38525528,38525655,38525937,38528168,38529474,38530389,38532263,38532781,	0
878	NM_214706	chr14	+	38505416	38507122	38505460	38506405	1	38505416,	38507122,	0
878	NM_152951	chr14	-	38422668	38443287	38423518	38442783	10	38422668,38430271,38431720,38432238,38432716,38434224,38438246,38438622,38442216,38442660,	38423526,38430384,38431827,38432313,38432795,38434364,38438345,38438749,38442323,38443287,	0
878	NM_001281721	chr14	+	38509185	38510618	38509245	38510154	1	38509185,	38510618,	0
879	NM_001008647	chr14	-	38544880	38549526	38545386	38548997	6	38544880,38547762,38548417,38548710,38548861,38549464,	38546018,38547923,38548508,38548767,38548997,38549526,	0
879	NM_001006103	chr14	-	38592130	38606485	38592298	38606413	7	38592130,38596650,38596942,38600600,38601080,38603223,38606252,	38592562,38596848,38597104,38600692,38601258,38603398,38606485,	0
879	NM_001003637	chr14	+	38538157	38541503	38538287	38540840	2	38538157,38540678,	38538398,38541503,	0
892	NM_001114413	chr14	+	40274292	40353103	40274370	40352047	7	40274292,40282953,40318214,40324035,40338440,40341925,40351837,	40274418,40283094,40318355,40324134,40338600,40342032,40353103,	0
893	NM_131159	chr14	-	40378579	40429863	40380479	40407463	9	40378579,40384220,40387184,40387934,40389142,40389746,40392351,40407391,40429827,	40381272,40384562,40387377,40388018,40389301,40389854,40392520,40407778,40429863,	0
897	NM_001007406	chr14	+	40951157	40973426	40951488	40972667	4	40951157,40951349,40966024,40971864,	40951277,40951844,40966293,40973426,	0
897	NM_200114	chr14	-	40994604	41020887	40994926	41020836	14	40994604,40994915,40995354,40999235,40999483,41002287,41011151,41011313,41014046,41014495,41015709,41018540,41018793,41020754,	40994756,40995049,40995393,40999360,40999641,41002432,41011214,41011416,41014169,41014615,41015846,41018710,41018872,41020887,	0
897	NM_200818	chr14	-	40925855	40941230	40926446	40937669	10	40925855,40926740,40929946,40930767,40933079,40933382,40936089,40936420,40937610,40941192,	40926511,40926857,40930205,40930864,40933285,40933488,40936339,40936491,40937724,40941230,	0
897	NM_001102387	chr14	+	40977954	40993224	40977954	40993224	13	40977954,40978145,40980186,40980394,40982350,40983950,40984635,40987361,40987545,40989755,40990082,40990322,40993097,	40977999,40978241,40980297,40980479,40982502,40984132,40984762,40987454,40987823,40989918,40990229,40990447,40993224,	0
897	NM_001014313	chr14	-	40912265	40918138	40912907	40918009	2	40912265,40917889,	40913270,40918138,	0
898	NM_213439	chr14	-	41099114	41101739	41099744	41100239	3	41099114,41100059,41101637,	41100059,41100246,41101739,	0
898	NM_214774	chr14	-	41102223	41111115	41103388	41110953	8	41102223,41103372,41105148,41105320,41105970,41106148,41107089,41110866,	41103279,41103457,41105232,41105482,41106060,41106223,41107278,41111115,	0
899	NM_001127254	chr14	+	41209626	41211144	41209626	41210403	2	41209626,41210035,	41209669,41211144,	0
899	NM_001128384	chr14	+	41209594	41214061	41209626	41213852	6	41209594,41210035,41210567,41212191,41212554,41213690,	41209669,41210383,41210912,41212308,41212592,41214061,	0
910	NM_182885	chr14	-	42611440	42633582	42612630	42633181	5	42611440,42618331,42628554,42629851,42630634,	42612650,42618679,42628661,42629910,42633582,	0
914	NM_131849	chr14	-	43179150	43191268	43179308	43191267	9	43179150,43179452,43180820,43182604,43184902,43186159,43186413,43190590,43191249,	43179333,43179591,43180956,43182865,43185122,43186247,43186555,43190692,43191268,	0
914	NM_200975	chr14	-	43193383	43204899	43193887	43203879	7	43193383,43198498,43201072,43202442,43203450,43203683,43204807,	43193898,43198639,43201187,43202502,43203605,43203889,43204899,	0
914	NM_131733	chr14	-	43165505	43174425	43166347	43174425	8	43165505,43166332,43168232,43169228,43169427,43170622,43170831,43174407,	43166259,43166462,43168372,43169342,43169491,43170718,43170932,43174425,	0
914	NM_001007358	chr14	+	43142816	43161091	43142943	43160839	2	43142816,43160342,	43143892,43161091,	0
923	NM_001008575	chr14	+	44343056	44363315	44344376	44361960	19	44343056,44344336,44344590,44347174,44347310,44347501,44348013,44348189,44348465,44350236,44352372,44352512,44354623,44354755,44354925,44358531,44358933,44360594,44361915,	44343155,44344485,44344782,44347222,44347410,44347594,44348096,44348248,44348533,44350339,44352428,44352648,44354663,44354827,44355033,44358697,44359063,44360708,44363315,	0
923	NM_001135145	chr14	+	44333623	44342129	44333645	44342118	12	44333623,44333858,44334116,44334267,44336843,44337162,44339006,44340340,44340577,44340757,44341364,44342067,	44333693,44333914,44334182,44334463,44336982,44337345,44339128,44340451,44340676,44340812,44341591,44342129,	0
923	NM_001044886	chr14	-	44309532	44312541	44309792	44312357	4	44309532,44309932,44310136,44312179,	44309831,44310015,44310328,44312541,	0
923	NM_001020525	chr14	-	44316178	44329468	44316438	44329349	9	44316178,44320284,44320617,44322998,44323413,44325405,44325635,44328002,44329266,	44316560,44320415,44320753,44323100,44323502,44325522,44325708,44328133,44329468,	0
923	NM_001166115	chr14	+	44312780	44316182	44312894	44315803	2	44312780,44315768,	44313015,44316182,	0
927	NM_001013347	chr14	-	44848713	44880185	44849172	44879155	14	44848713,44849584,44856185,44857980,44862413,44863964,44867378,44868130,44869283,44870993,44871175,44874304,44879063,44880111,	44849227,44849747,44856389,44858125,44862515,44864054,44867517,44868158,44869368,44871069,44871276,44874389,44879172,44880185,	0
933	NM_200969	chr14	+	45619304	45652804	45620050	45652709	6	45619304,45620040,45630943,45636424,45647747,45652679,	45619341,45620171,45630973,45636543,45647831,45652804,	0
934	NM_001128680	chr14	-	45843287	45863060	45843406	45863040	11	45843287,45848396,45851614,45853807,45854328,45854509,45855785,45856008,45861110,45861333,45862977,	45843589,45848540,45851786,45853985,45854420,45854595,45855924,45856085,45861245,45861402,45863060,	0
934	NM_001017641	chr14	+	45863972	45866932	45863989	45866557	2	45863972,45866390,	45864173,45866932,	0
934	NM_001076624	chr14	+	45767536	45821275	45786619	45820676	11	45767536,45786524,45793436,45799240,45802132,45810989,45812932,45813139,45816704,45816918,45820613,	45767572,45786726,45793656,45799408,45802333,45811151,45813048,45813227,45816826,45817018,45821275,	0
937	NM_001080662	chr14	-	46213075	46219672	46216025	46219303	2	46213075,46219029,	46216591,46219672,	0
938	NM_200265	chr14	+	46362800	46376443	46362874	46376185	4	46362800,46366773,46370187,46376036,	46362886,46367083,46370370,46376443,	0
938	NM_001076639	chr14	-	46354765	46359224	46356041	46359113	4	46354765,46356328,46357231,46358790,	46356248,46356407,46357369,46359224,	0
938	NM_001030163	chr14	+	46318783	46348007	46318891	46345233	15	46318783,46324753,46327404,46327555,46327662,46331732,46332034,46334968,46335258,46338080,46340424,46340698,46344888,46345155,46347007,	46318948,46324822,46327482,46327582,46327717,46331758,46332088,46335025,46335324,46338171,46340540,46340784,46345006,46346747,46348007,	0
939	NR_039223	chr14	-	46481662	46481739	46481739	46481739	1	46481662,	46481739,	0
939	NM_212874	chr14	-	46447387	46476820	46448888	46476703	6	46447387,46447797,46452258,46455309,46466767,46476305,	46447663,46449416,46452423,46455722,46466865,46476820,	0
939	NM_212607	chr14	+	46484443	46495313	46485003	46495025	10	46484443,46484999,46485135,46487912,46488145,46488304,46492582,46492744,46494693,46494984,	46484467,46485062,46485189,46488025,46488218,46488496,46492634,46492867,46494871,46495313,	0
940	NM_001076626	chr14	+	46571988	46577638	46572273	46576898	5	46571988,46572240,46572651,46572866,46576787,	46572024,46572282,46572760,46573135,46577638,	0
940	NM_001002623	chr14	+	46578618	46584472	46579012	46583654	5	46578618,46578970,46581355,46581559,46583534,	46578657,46579027,46581464,46581828,46584472,	0
940	NM_001135980	chr14	+	46609290	46612981	46609406	46609874	2	46609290,46612923,	46609884,46612981,	0
941	NM_201014	chr14	+	46688017	46712463	46689409	46712050	6	46688017,46689408,46693002,46694534,46701472,46711819,	46688111,46689559,46693278,46694689,46701719,46712463,	0
943	NM_200904	chr14	+	46982885	47010240	46990000	47009951	15	46982885,46989992,46992776,46997441,46999186,46999593,47000408,47000832,47001245,47001367,47003013,47004835,47006501,47007019,47009771,	46982993,46990124,46993010,46997558,46999355,46999696,47000516,47000964,47001292,47001492,47003120,47005051,47006626,47007161,47010240,	0
943	NM_001007367	chr14	+	47016768	47030825	47017103	47030767	16	47016768,47017097,47019917,47020157,47022250,47022958,47023180,47023296,47023599,47025643,47025797,47026020,47027841,47028555,47028713,47030587,	47016840,47017252,47020071,47020238,47022415,47023027,47023210,47023422,47023697,47025711,47025937,47026182,47027946,47028630,47028827,47030825,	0
944	NM_001282048	chr14	-	47127163	47130053	47127639	47129955	4	47127163,47127625,47129272,47129909,	47127472,47127699,47129376,47130053,	0
944	NM_001328045	chr14	-	47101249	47126065	47103981	47126002	5	47101249,47113785,47116835,47117558,47125920,	47104343,47113803,47116941,47117659,47126065,	0
944	NM_200646	chr14	+	47131541	47167785	47131742	47167057	20	47131541,47141446,47141630,47141994,47142329,47142558,47146271,47146472,47146662,47149672,47153038,47153406,47156319,47158550,47159352,47160879,47161530,47161705,47165299,47166850,	47131796,47141531,47141735,47142152,47142464,47142712,47146391,47146568,47146769,47149745,47153208,47153559,47156448,47158764,47159546,47160988,47161629,47161849,47165397,47167785,	0
944	NM_001004116	chr14	-	47060468	47083484	47061225	47079968	9	47060468,47064803,47066420,47066700,47069104,47069318,47075751,47079893,47083221,	47061739,47065082,47066613,47066784,47069215,47069411,47075947,47080038,47083484,	0
944	NM_001282050	chr14	-	47107588	47126065	47107919	47126002	5	47107588,47113785,47116835,47117558,47125920,	47107924,47113803,47116941,47117659,47126065,	0
945	NM_001013552	chr14	-	47203514	47210928	47203749	47210652	7	47203514,47204010,47207781,47208005,47208212,47210487,47210829,	47203856,47204071,47207928,47208137,47208272,47210661,47210928,	0
945	NM_001033592	chr14	+	47190228	47196803	47190496	47195206	3	47190228,47194714,47195959,	47190724,47195944,47196803,	0
945	NM_001045302	chr14	+	47229512	47232785	47229537	47232335	5	47229512,47231322,47231707,47232060,47232238,	47229598,47231422,47231778,47232142,47232785,	0
945	NM_001162507	chr14	+	47190228	47196805	47190496	47195206	2	47190228,47194714,	47190724,47196805,	0
945	NM_001002456	chr14	-	47212648	47226246	47213383	47226159	8	47212648,47216769,47217020,47217342,47218752,47221372,47223827,47226119,	47213585,47216927,47217138,47217424,47218942,47221574,47223957,47226246,	0
946	NM_001017738	chr14	+	47326103	47333034	47326493	47332821	6	47326103,47326458,47327996,47328203,47329300,47332673,	47326147,47326541,47328115,47328345,47329443,47333034,	0
946	NM_001113582	chr14	+	47423684	47447115	47424002	47446927	13	47423684,47423970,47429707,47431643,47437477,47437738,47439941,47441901,47442961,47443140,47446341,47446520,47446867,	47423715,47424005,47429792,47431738,47437591,47437829,47440021,47441952,47443055,47443236,47446400,47446643,47447115,	0
946	NM_001077145	chr14	-	47389889	47408313	47389938	47407861	19	47389889,47390261,47390471,47392575,47394868,47395113,47395349,47395512,47398467,47398766,47399671,47399866,47400863,47401072,47402636,47402914,47405061,47407113,47407825,	47390072,47390385,47390575,47392685,47395033,47395253,47395415,47395587,47398660,47398869,47399756,47399997,47400980,47401145,47402823,47403090,47405124,47407179,47408313,	0
946	NM_152949	chr14	-	47357467	47387556	47357843	47387232	9	47357467,47359961,47363168,47363360,47382946,47384976,47385172,47387025,47387350,	47357895,47360095,47363282,47363565,47383170,47385083,47385416,47387262,47387556,	0
946	NM_213663	chr14	+	47369048	47378859	47369857	47378105	8	47369048,47369831,47372549,47372928,47376043,47376195,47376447,47377975,	47369166,47369917,47372644,47373116,47376111,47376329,47376531,47378859,	0
950	NM_001110469	chr14	-	47889278	47909963	47890028	47909925	7	47889278,47890999,47894602,47905261,47907159,47909597,47909838,	47890131,47891083,47894711,47905402,47907256,47909690,47909963,	0
959	NM_001004598	chr14	-	49083114	49115396	49083533	49115279	13	49083114,49087983,49090187,49092372,49095887,49100143,49102938,49103442,49105960,49106261,49107951,49112175,49115248,	49083697,49088205,49090370,49092541,49096031,49100284,49103085,49103520,49106079,49106343,49108181,49112319,49115396,	0
959	NM_001002065	chr14	+	49056539	49077608	49056628	49077023	10	49056539,49058898,49061043,49064134,49067904,49070446,49071102,49074422,49076787,49076934,	49056713,49059039,49061150,49064323,49068027,49070553,49071247,49074509,49076830,49077608,	0
964	NM_001110028	chr14	-	49752770	49777505	49753575	49773935	12	49752770,49756460,49758746,49761692,49761953,49764448,49764689,49768910,49769089,49771011,49773823,49777380,	49753788,49756663,49758980,49761847,49762108,49764606,49764758,49769015,49769175,49771198,49773945,49777505,	0
965	NM_001077724	chr14	+	49875229	49933776	49875329	49932777	15	49875229,49878205,49886330,49890765,49895386,49895514,49895715,49897545,49900629,49903577,49905386,49915882,49921919,49927462,49932759,	49875414,49878358,49886462,49890899,49895433,49895628,49895791,49897660,49900759,49903686,49905580,49915961,49921995,49927575,49933776,	0
966	NM_001005966	chr14	-	49944477	49951803	49947154	49951166	4	49944477,49949781,49951147,49951646,	49947297,49949862,49951249,49951803,	0
966	NM_001043321	chr14	+	49976920	49982452	49977033	49982304	3	49976920,49978015,49982237,	49977141,49978188,49982452,	0
966	NM_001346238	chr14	+	49994480	50008254	49997284	50008184	7	49994480,49997282,49998853,49999166,50000969,50005168,50007638,	49994746,49997560,49998961,49999286,50001107,50005312,50008254,	0
967	NM_001017886	chr14	-	50131321	50145669	50131920	50145320	7	50131321,50133183,50136860,50137142,50137506,50139070,50145218,	50131993,50133302,50137022,50137232,50137680,50139280,50145669,	0
967	NM_001003537	chr14	-	50090848	50122543	50091536	50108410	11	50090848,50098252,50098392,50099656,50100974,50101962,50102162,50103645,50104721,50108246,50122456,	50091633,50098300,50098442,50099706,50101102,50102048,50102238,50103744,50104892,50108416,50122543,	0
968	NM_200774	chr14	+	50232342	50256786	50237032	50256608	10	50232342,50236997,50244018,50245561,50245801,50246038,50248573,50250129,50253471,50256544,	50232364,50237171,50244161,50245699,50245902,50246205,50248739,50250232,50253626,50256786,	0
969	NM_001079952	chr14	+	50394437	50440268	50398052	50440024	18	50394437,50398016,50398870,50399113,50401757,50403951,50405248,50407608,50412501,50412707,50417454,50427447,50428739,50431469,50431776,50432403,50435721,50439962,	50394521,50398197,50399020,50399202,50401820,50404146,50405343,50407744,50412594,50412773,50417586,50427576,50428865,50431595,50431857,50432592,50435806,50440268,	0
971	NM_199952	chr14	-	50663182	50694843	50663962	50694595	7	50663182,50670990,50676838,50677253,50677448,50677586,50694571,	50664008,50671084,50676944,50677331,50677480,50677650,50694843,	0
971	NM_001353873	chr14	-	50610026	50657924	50610042	50657505	16	50610026,50611886,50612179,50612825,50613419,50615252,50620432,50623313,50623750,50625782,50631679,50635341,50645613,50650947,50657492,50657629,	50610188,50612024,50612275,50612978,50613558,50615338,50620537,50623472,50623914,50625931,50631778,50635385,50645713,50650979,50657530,50657924,	0
979	NM_001024461	chr14	-	51664729	51692708	51664845	51692613	25	51664729,51665890,51667768,51668104,51668516,51670461,51670942,51672392,51672579,51675401,51675930,51676464,51676700,51679729,51681550,51682033,51682509,51684241,51684602,51686932,51687895,51688868,51689971,51692185,51692594,	51664935,51666086,51667929,51668218,51668624,51670551,51671193,51672487,51672676,51675570,51676129,51676619,51676812,51679869,51681694,51682220,51682629,51684438,51684767,51687091,51688115,51688981,51690122,51692258,51692708,	0
979	NM_001114428	chr14	+	51692924	51702479	51692968	51701564	7	51692924,51695521,51696010,51697399,51698064,51698617,51701331,	51694124,51695674,51696210,51697531,51698181,51698735,51702479,	0
979	NM_001029961	chr14	-	51760825	51764911	51760993	51764891	4	51760825,51762386,51762991,51764657,	51761201,51762538,51763141,51764911,	0
979	NM_212924	chr14	+	51653606	51664673	51653626	51663949	5	51653606,51659665,51660718,51662458,51663929,	51654035,51659775,51660826,51662585,51664673,	0
979	NM_001077259	chr14	+	51724447	51751466	51724845	51751233	6	51724447,51728847,51739225,51744657,51749184,51751103,	51725116,51729083,51739413,51744780,51749289,51751466,	0
979	NM_001353866	chr14	-	51702559	51717588	51706161	51712667	4	51702559,51711317,51711805,51717480,	51707780,51711401,51712676,51717588,	0
980	NM_213113	chr14	+	51848165	51852679	51849970	51852638	4	51848165,51849965,51850219,51852509,	51848205,51850138,51850360,51852679,	0
980	NM_001006038	chr14	+	51855458	51860332	51855544	51856781	5	51855458,51856252,51856687,51859870,51859969,	51855648,51856300,51856796,51859949,51860332,	0
981	NM_001020587	chr14	+	51934749	51939547	51934877	51936748	5	51934749,51936341,51936609,51938880,51939413,	51935037,51936449,51936748,51939391,51939547,	0
1	NM_001007458	chr15	-	25165460	25218087	25166682	25218027	22	25165460,25167439,25173386,25173599,25173765,25175748,25175930,25179651,25181580,25183988,25186226,25189143,25192532,25192754,25192984,25201141,25201339,25203061,25215966,25216131,25216980,25217940,	25166856,25167544,25173524,25173669,25173914,25175827,25176013,25179799,25181823,25184083,25186322,25189285,25192675,25192898,25193063,25201261,25201455,25203148,25216033,25216181,25217061,25218087,	0
9	NM_001328209	chr15	-	7305372	7340674	7305654	7324216	12	7305372,7311790,7311985,7312213,7313494,7316495,7318014,7318585,7320661,7320925,7323846,7340565,	7305836,7311899,7312137,7312422,7313597,7316635,7318232,7318724,7320827,7321081,7324277,7340674,	0
9	NM_001302239	chr15	-	3970258	4322950	3970359	4322652	20	3970258,3972084,3974998,3977822,3977971,3980623,3985185,3985419,3987515,3988387,3988765,4210689,4216096,4218785,4222943,4242563,4245226,4251818,4322619,4322821,	3970536,3972180,3975189,3977890,3978082,3980727,3985263,3985518,3987626,3988502,3988908,4210878,4216159,4218932,4223068,4242779,4245371,4251905,4322697,4322950,	0
10	NM_212926	chr15	-	14666562	14689416	14666868	14689377	15	14666562,14671665,14671881,14672174,14675468,14677540,14677744,14677958,14683253,14687194,14687436,14687634,14688920,14689118,14689278,	14667083,14671801,14672097,14672343,14675619,14677648,14677880,14678188,14683334,14687300,14687541,14687694,14689025,14689190,14689416,	0
10	NM_130969	chr15	-	10079947	10533018	10081617	10418591	30	10079947,10099340,10102376,10104762,10117208,10126511,10143019,10159456,10166071,10178894,10185010,10187531,10192287,10203732,10216940,10222324,10234963,10247134,10258391,10259675,10278393,10284841,10293320,10307187,10312121,10321257,10345300,10412691,10418368,10532757,	10082376,10099483,10103991,10105059,10117444,10126684,10143897,10159611,10166304,10179144,10185154,10187799,10192549,10203852,10217157,10222471,10235149,10247335,10258586,10259777,10278610,10285056,10293485,10307423,10312220,10321504,10345519,10412964,10418653,10533018,	0
11	NM_001113552	chr15	+	18710242	19051633	18710242	19051633	10	18710242,18905248,18928142,18942556,18948138,18964452,18969180,18971736,19048031,19051514,	18710339,18905269,18928289,18942709,18948276,18964611,18969277,18971909,19048157,19051633,	0
11	NM_001008574	chr15	-	20964895	20980446	20966003	20980172	12	20964895,20970625,20971203,20971482,20971654,20971819,20972055,20972196,20972652,20972858,20974198,20980016,	20966079,20970746,20971311,20971561,20971732,20971923,20972120,20972307,20972764,20972982,20974249,20980446,	0
11	NM_212634	chr15	+	19902725	19943260	19902886	19939607	16	19902725,19925538,19927330,19927911,19928357,19928750,19931254,19931455,19931717,19931931,19932720,19934337,19937444,19939266,19939513,19942044,	19902941,19925645,19927535,19927976,19928445,19928924,19931379,19931588,19931830,19932058,19932839,19934476,19937474,19939381,19939624,19943260,	0
11	NM_001202496	chr15	+	22011380	22045814	22011427	22044746	21	22011380,22011687,22012190,22012442,22012634,22012858,22014818,22015004,22016863,22023419,22027905,22028368,22031574,22032375,22034837,22035217,22035503,22037231,22041078,22041290,22044676,	22011500,22011848,22012221,22012520,22012756,22012918,22014890,22015065,22017052,22023489,22027975,22028535,22031664,22032439,22034972,22035310,22035572,22037333,22041178,22041516,22045814,	0
12	NM_001326442	chr15	+	29343631	29384185	29353231	29381943	22	29343631,29353213,29359277,29361464,29363136,29363347,29363946,29364321,29364491,29364806,29368541,29368787,29369188,29371582,29377352,29377845,29379091,29379339,29379839,29381689,29381934,29383601,	29343805,29353249,29359310,29361695,29363240,29363426,29364000,29364405,29364592,29364936,29368697,29368859,29369275,29371723,29377499,29377961,29379187,29379463,29379969,29381757,29381973,29384185,	0
12	NM_200622	chr15	+	27008198	27421882	27008989	27419554	25	27008198,27008971,27009252,27010031,27012768,27024383,27028961,27050700,27050918,27054652,27056649,27061010,27065433,27093118,27100007,27118486,27138108,27138845,27139461,27150357,27154868,27156974,27395216,27419402,27420225,	27008255,27009060,27009307,27010107,27012875,27024465,27029034,27050808,27050995,27054729,27056733,27061181,27065527,27093252,27100272,27118637,27138233,27139011,27139562,27150458,27155066,27157071,27395384,27420213,27421882,	0
12	NM_001326443	chr15	+	29343631	29374847	29353231	29374832	15	29343631,29353213,29359277,29361464,29363136,29363347,29363946,29364321,29364491,29364806,29368541,29368787,29369188,29371582,29374703,	29343805,29353249,29359310,29361695,29363240,29363426,29364000,29364405,29364592,29364936,29368697,29368859,29369275,29371723,29374847,	0
12	NM_001113485	chr15	+	30276860	30420785	30277934	30419952	12	30276860,30278327,30342757,30343073,30371627,30376293,30384090,30393575,30413952,30415907,30418045,30419897,	30278084,30278410,30342887,30343129,30371734,30376379,30384300,30393677,30414039,30416106,30418139,30420785,	0
13	NM_001077577	chr15	+	40708006	41031297	40835915	41031099	29	40708006,40778406,40835897,40869718,40872881,40899559,40902787,40907224,40919601,40930838,40933235,40933525,40947847,40956710,40966995,40969247,40972988,40973274,40975853,40978446,40978806,40980615,40983864,40984705,40988228,40994693,41004571,41015928,41030596,	40708133,40778544,40839237,40869837,40873080,40899621,40903105,40907438,40919741,40931114,40933446,40937635,40948044,40956864,40967229,40969637,40973203,40973412,40975997,40978644,40979031,40981192,40983999,40984863,40988697,40994847,41005239,41016039,41031297,	0
13	NM_001040687	chr15	-	36698533	36869503	36698567	36869491	30	36698533,36698940,36704800,36705082,36708079,36708804,36712244,36719558,36721923,36728032,36729759,36731381,36734739,36746819,36750531,36757007,36760597,36762852,36763401,36765679,36776417,36776580,36780182,36789397,36793528,36800018,36802697,36835803,36844147,36869427,	36698684,36699077,36704882,36705206,36708125,36708921,36712301,36719740,36722035,36728184,36729916,36731544,36734861,36746957,36750672,36757180,36760727,36763021,36763526,36765821,36776575,36776583,36780351,36789519,36793632,36800100,36802820,36835926,36844342,36869503,	0
